message,label
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://appleid-support-login.net/verify,spam
Are you free tonight for a quick call?,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://quickpay-bill.info/secure,spam
Happy Birthday! Hope you have a wonderful day 🎂,ham
Urgent: Your bank account will be closed today. Verify now 👉 http://loan-offer-today.top/apply,spam
Your account has been suspended. Restore access at http://quickpay-bill.info/secure,spam
Win ₹25 lakh lottery today! Register now 👉 http://flashsale-iphone-deals.shop/buy,spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://secure-bank-login.xyz/restore,spam
Final notice: Pay ₹500 electricity bill at http://reward-center-claim.xyz/get before disconnection.,spam
Good luck for your exam tomorrow 🤞,ham
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://holiday-trip-dubai.net/win,spam
I just sent you the payment via UPI.,ham
Good luck for your exam tomorrow 🤞,ham
Final notice: Pay ₹500 electricity bill at http://appleid-support-login.net/verify before disconnection.,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://appleid-support-login.net/verify,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://quickpay-bill.info/secure,spam
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://account-verify-secure.top/login,spam
Good luck for your exam tomorrow 🤞,ham
Good luck for your exam tomorrow 🤞,ham
You have an unclaimed reward waiting. Click here 👉 http://reward-center-claim.xyz/get,spam
Claim your free holiday package to Dubai. Limited seats 👉 http://account-verify-secure.top/login,spam
Double your money in 7 days! Invest here 👉 http://secure-bank-login.xyz/restore,spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://freesim-datarecharge.online/offer,spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://reward-center-claim.xyz/get,spam
Final notice: Pay ₹500 electricity bill at http://appleid-support-login.net/verify before disconnection.,spam
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://secure-bank-login.xyz/restore,spam
Your account has been suspended. Restore access at http://exclusive-iphone-deals.biz/order,spam
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://quickpay-bill.info/secure",spam
"Check your email, I shared the document.",ham
Good luck for your exam tomorrow 🤞,ham
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://reward-center-claim.xyz/get,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://flashsale-iphone-deals.shop/buy",spam
Let’s catch up tomorrow after class.,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://exclusive-iphone-deals.biz/order,spam
I just sent you the payment via UPI.,ham
Are you free tonight for a quick call?,ham
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://freesim-datarecharge.online/offer",spam
Urgent: Your bank account will be closed today. Verify now 👉 http://quickpay-bill.info/secure,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://quickpay-bill.info/secure,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://reward-center-claim.xyz/get,spam
Don’t forget to water the plants.,ham
Double your money in 7 days! Invest here 👉 http://free-iphone-prize.online/winner,spam
Join Zoom with ID 123-456 at 8 PM.,ham
Your account has been suspended. Restore access at http://secure-bank-login.xyz/restore,spam
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://freesim-datarecharge.online/offer",spam
Thanks for your help with the assignment!,ham
Your Apple ID has been locked. Verify immediately at http://lottery-winner-prize.online/claim,spam
Claim your free holiday package to Dubai. Limited seats 👉 http://loan-offer-today.top/apply,spam
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://exclusive-iphone-deals.biz/order,spam
Good luck for your exam tomorrow 🤞,ham
"Earn ₹50,000 monthly from home. Register now 👉 http://investment-doublers.info/join",spam
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://secure-bank-login.xyz/restore",spam
Your Apple ID has been locked. Verify immediately at http://freesim-datarecharge.online/offer,spam
Win ₹25 lakh lottery today! Register now 👉 http://secure-bank-login.xyz/restore,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://kyc-update-banking.info/secure,spam
Join Zoom with ID 123-456 at 8 PM.,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://investment-doublers.info/join",spam
"Hey, did you reach the library? I’m waiting outside.",ham
Can you bring my charger tomorrow?,ham
Let’s catch up tomorrow after class.,ham
Your order has been shipped and will arrive soon.,ham
Are you free tonight for a quick call?,ham
Are you free tonight for a quick call?,ham
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://appleid-support-login.net/verify",spam
Your Apple ID has been locked. Verify immediately at http://account-verify-secure.top/login,spam
Happy Birthday! Hope you have a wonderful day 🎂,ham
Congrats on your new job!,ham
Your Apple ID has been locked. Verify immediately at http://freesim-datarecharge.online/offer,spam
Double your money in 7 days! Invest here 👉 http://quickpay-bill.info/secure,spam
You have an unclaimed reward waiting. Click here 👉 http://reward-center-claim.xyz/get,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://kyc-update-banking.info/secure",spam
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://appleid-support-login.net/verify,spam
Your account has been suspended. Restore access at http://secure-bank-login.xyz/restore,spam
Your Apple ID has been locked. Verify immediately at http://holiday-trip-dubai.net/win,spam
"Your mom called, please call her back.",ham
Urgent: Your bank account will be closed today. Verify now 👉 http://exclusive-iphone-deals.biz/order,spam
You have an unclaimed reward waiting. Click here 👉 http://flashsale-iphone-deals.shop/buy,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://reward-center-claim.xyz/get",spam
"Your mom called, please call her back.",ham
Win ₹25 lakh lottery today! Register now 👉 http://appleid-support-login.net/verify,spam
"Hey, did you reach the library? I’m waiting outside.",ham
Win ₹25 lakh lottery today! Register now 👉 http://free-iphone-prize.online/winner,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://freesim-datarecharge.online/offer",spam
Thanks for your help with the assignment!,ham
Claim your free holiday package to Dubai. Limited seats 👉 http://exclusive-iphone-deals.biz/order,spam
Join Zoom with ID 123-456 at 8 PM.,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://secure-bank-login.xyz/restore",spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://loan-offer-today.top/apply,spam
Your order has been shipped and will arrive soon.,ham
Your order has been shipped and will arrive soon.,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Let’s plan a trip after exams.,ham
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://loan-offer-today.top/apply,spam
Final notice: Pay ₹500 electricity bill at http://quickpay-bill.info/secure before disconnection.,spam
Meeting postponed to 4 PM. Check your email for details.,ham
Are you free tonight for a quick call?,ham
"Earn ₹50,000 monthly from home. Register now 👉 http://lottery-winner-prize.online/claim",spam
Join Zoom with ID 123-456 at 8 PM.,ham
See you at the station at 5 PM sharp.,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://workfromhome-fastcash.biz/apply,spam
Happy Birthday! Hope you have a wonderful day 🎂,ham
Good luck for your exam tomorrow 🤞,ham
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://account-verify-secure.top/login,spam
"Your mom called, please call her back.",ham
"Your mom called, please call her back.",ham
"I’m feeling unwell today, won’t come to class.",ham
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://holiday-trip-dubai.net/win,spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://flashsale-iphone-deals.shop/buy,spam
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://investment-doublers.info/join",spam
"Check your email, I shared the document.",ham
Let’s catch up tomorrow after class.,ham
Can you bring my charger tomorrow?,ham
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://freesim-datarecharge.online/offer",spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://flashsale-iphone-deals.shop/buy",spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://account-verify-secure.top/login,spam
"Hey, did you reach the library? I’m waiting outside.",ham
Urgent: Your bank account will be closed today. Verify now 👉 http://kyc-update-banking.info/secure,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://flashsale-iphone-deals.shop/buy",spam
I just sent you the payment via UPI.,ham
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://workfromhome-fastcash.biz/apply,spam
Join Zoom with ID 123-456 at 8 PM.,ham
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://reward-center-claim.xyz/get,spam
"Hey, did you reach the library? I’m waiting outside.",ham
Claim your free holiday package to Dubai. Limited seats 👉 http://freesim-datarecharge.online/offer,spam
Let’s plan a trip after exams.,ham
Urgent: Your bank account will be closed today. Verify now 👉 http://reward-center-claim.xyz/get,spam
"Earn ₹50,000 monthly from home. Register now 👉 http://free-iphone-prize.online/winner",spam
Your Apple ID has been locked. Verify immediately at http://investment-doublers.info/join,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://exclusive-iphone-deals.biz/order",spam
Are you free tonight for a quick call?,ham
Final notice: Pay ₹500 electricity bill at http://loan-offer-today.top/apply before disconnection.,spam
Don’t forget to water the plants.,ham
Call me when you reach home safely.,ham
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://holiday-trip-dubai.net/win,spam
Win ₹25 lakh lottery today! Register now 👉 http://reward-center-claim.xyz/get,spam
Your order has been shipped and will arrive soon.,ham
"Earn ₹50,000 monthly from home. Register now 👉 http://workfromhome-fastcash.biz/apply",spam
Meeting postponed to 4 PM. Check your email for details.,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://freesim-datarecharge.online/offer",spam
Congrats on your new job!,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
See you at the station at 5 PM sharp.,ham
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://workfromhome-fastcash.biz/apply",spam
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://account-verify-secure.top/login,spam
"Hey, did you reach the library? I’m waiting outside.",ham
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://loan-offer-today.top/apply,spam
Double your money in 7 days! Invest here 👉 http://kyc-update-banking.info/secure,spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://appleid-support-login.net/verify,spam
Thanks for your help with the assignment!,ham
Meeting postponed to 4 PM. Check your email for details.,ham
"Hey, did you reach the library? I’m waiting outside.",ham
I just sent you the payment via UPI.,ham
Join Zoom with ID 123-456 at 8 PM.,ham
Your account has been suspended. Restore access at http://freesim-datarecharge.online/offer,spam
Congrats on your new job!,ham
Double your money in 7 days! Invest here 👉 http://freesim-datarecharge.online/offer,spam
I just sent you the payment via UPI.,ham
Join Zoom with ID 123-456 at 8 PM.,ham
Thanks for your help with the assignment!,ham
Join Zoom with ID 123-456 at 8 PM.,ham
Good luck for your exam tomorrow 🤞,ham
Your Apple ID has been locked. Verify immediately at http://appleid-support-login.net/verify,spam
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://lottery-winner-prize.online/claim,spam
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://reward-center-claim.xyz/get,spam
Are you free tonight for a quick call?,ham
Congrats on your new job!,ham
Win ₹25 lakh lottery today! Register now 👉 http://kyc-update-banking.info/secure,spam
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://appleid-support-login.net/verify,spam
Your Apple ID has been locked. Verify immediately at http://investment-doublers.info/join,spam
Win ₹25 lakh lottery today! Register now 👉 http://lottery-winner-prize.online/claim,spam
Your Apple ID has been locked. Verify immediately at http://appleid-support-login.net/verify,spam
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://loan-offer-today.top/apply,spam
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://free-iphone-prize.online/winner,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://loan-offer-today.top/apply",spam
"Earn ₹50,000 monthly from home. Register now 👉 http://lottery-winner-prize.online/claim",spam
Don’t forget to water the plants.,ham
Don’t forget to water the plants.,ham
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://reward-center-claim.xyz/get",spam
"Hey, did you reach the library? I’m waiting outside.",ham
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://secure-bank-login.xyz/restore",spam
Good luck for your exam tomorrow 🤞,ham
Double your money in 7 days! Invest here 👉 http://appleid-support-login.net/verify,spam
Can you bring my charger tomorrow?,ham
Final notice: Pay ₹500 electricity bill at http://loan-offer-today.top/apply before disconnection.,spam
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://flashsale-iphone-deals.shop/buy,spam
Call me when you reach home safely.,ham
I just sent you the payment via UPI.,ham
Thanks for your help with the assignment!,ham
Win ₹25 lakh lottery today! Register now 👉 http://investment-doublers.info/join,spam
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
"Hey, did you reach the library? I’m waiting outside.",ham
Urgent: Your bank account will be closed today. Verify now 👉 http://kyc-update-banking.info/secure,spam
Join Zoom with ID 123-456 at 8 PM.,ham
Let’s catch up tomorrow after class.,ham
I just sent you the payment via UPI.,ham
Let’s catch up tomorrow after class.,ham
"Earn ₹50,000 monthly from home. Register now 👉 http://exclusive-iphone-deals.biz/order",spam
Urgent: Your bank account will be closed today. Verify now 👉 http://flashsale-iphone-deals.shop/buy,spam
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
Meeting postponed to 4 PM. Check your email for details.,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://lottery-winner-prize.online/claim",spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://quickpay-bill.info/secure,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://account-verify-secure.top/login",spam
I just sent you the payment via UPI.,ham
Are you free tonight for a quick call?,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
Join Zoom with ID 123-456 at 8 PM.,ham
Good luck for your exam tomorrow 🤞,ham
Call me when you reach home safely.,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://flashsale-iphone-deals.shop/buy,spam
Good luck for your exam tomorrow 🤞,ham
Claim your free holiday package to Dubai. Limited seats 👉 http://freesim-datarecharge.online/offer,spam
"Earn ₹50,000 monthly from home. Register now 👉 http://appleid-support-login.net/verify",spam
You have an unclaimed reward waiting. Click here 👉 http://flashsale-iphone-deals.shop/buy,spam
Your Apple ID has been locked. Verify immediately at http://exclusive-iphone-deals.biz/order,spam
Don’t forget to water the plants.,ham
"I’m feeling unwell today, won’t come to class.",ham
Claim your free holiday package to Dubai. Limited seats 👉 http://reward-center-claim.xyz/get,spam
Your order has been shipped and will arrive soon.,ham
Let’s catch up tomorrow after class.,ham
Your account has been suspended. Restore access at http://appleid-support-login.net/verify,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://quickpay-bill.info/secure,spam
Let’s plan a trip after exams.,ham
I just sent you the payment via UPI.,ham
Thanks for your help with the assignment!,ham
You have an unclaimed reward waiting. Click here 👉 http://account-verify-secure.top/login,spam
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
Your order has been shipped and will arrive soon.,ham
Are you free tonight for a quick call?,ham
Final notice: Pay ₹500 electricity bill at http://loan-offer-today.top/apply before disconnection.,spam
Your account has been suspended. Restore access at http://flashsale-iphone-deals.shop/buy,spam
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://quickpay-bill.info/secure,spam
Can you bring my charger tomorrow?,ham
Claim your free holiday package to Dubai. Limited seats 👉 http://free-iphone-prize.online/winner,spam
Double your money in 7 days! Invest here 👉 http://loan-offer-today.top/apply,spam
Let’s catch up tomorrow after class.,ham
Your Apple ID has been locked. Verify immediately at http://investment-doublers.info/join,spam
Meeting postponed to 4 PM. Check your email for details.,ham
Can you bring my charger tomorrow?,ham
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://lottery-winner-prize.online/claim,spam
Happy Birthday! Hope you have a wonderful day 🎂,ham
Join Zoom with ID 123-456 at 8 PM.,ham
Final notice: Pay ₹500 electricity bill at http://kyc-update-banking.info/secure before disconnection.,spam
Your account has been suspended. Restore access at http://loan-offer-today.top/apply,spam
Good luck for your exam tomorrow 🤞,ham
Thanks for your help with the assignment!,ham
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://holiday-trip-dubai.net/win,spam
"Earn ₹50,000 monthly from home. Register now 👉 http://appleid-support-login.net/verify",spam
Thanks for your help with the assignment!,ham
Final notice: Pay ₹500 electricity bill at http://quickpay-bill.info/secure before disconnection.,spam
"Check your email, I shared the document.",ham
Win ₹25 lakh lottery today! Register now 👉 http://quickpay-bill.info/secure,spam
Claim your free holiday package to Dubai. Limited seats 👉 http://exclusive-iphone-deals.biz/order,spam
Your order has been shipped and will arrive soon.,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Congrats on your new job!,ham
"I’m feeling unwell today, won’t come to class.",ham
Congrats on your new job!,ham
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://workfromhome-fastcash.biz/apply,spam
I just sent you the payment via UPI.,ham
Your order has been shipped and will arrive soon.,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://flashsale-iphone-deals.shop/buy",spam
Good luck for your exam tomorrow 🤞,ham
Urgent: Your bank account will be closed today. Verify now 👉 http://loan-offer-today.top/apply,spam
Happy Birthday! Hope you have a wonderful day 🎂,ham
Final notice: Pay ₹500 electricity bill at http://freesim-datarecharge.online/offer before disconnection.,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://loan-offer-today.top/apply",spam
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://flashsale-iphone-deals.shop/buy,spam
"Earn ₹50,000 monthly from home. Register now 👉 http://free-iphone-prize.online/winner",spam
Happy Birthday! Hope you have a wonderful day 🎂,ham
Let’s plan a trip after exams.,ham
Don’t forget to water the plants.,ham
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://secure-bank-login.xyz/restore,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://flashsale-iphone-deals.shop/buy",spam
Claim your free holiday package to Dubai. Limited seats 👉 http://workfromhome-fastcash.biz/apply,spam
"Your mom called, please call her back.",ham
Can you bring my charger tomorrow?,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://kyc-update-banking.info/secure",spam
"Earn ₹50,000 monthly from home. Register now 👉 http://investment-doublers.info/join",spam
Your account has been suspended. Restore access at http://appleid-support-login.net/verify,spam
Win ₹25 lakh lottery today! Register now 👉 http://appleid-support-login.net/verify,spam
Congrats on your new job!,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://holiday-trip-dubai.net/win,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://freesim-datarecharge.online/offer",spam
Win ₹25 lakh lottery today! Register now 👉 http://lottery-winner-prize.online/claim,spam
I just sent you the payment via UPI.,ham
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://lottery-winner-prize.online/claim",spam
Urgent: Your bank account will be closed today. Verify now 👉 http://free-iphone-prize.online/winner,spam
Your Apple ID has been locked. Verify immediately at http://secure-bank-login.xyz/restore,spam
Win ₹25 lakh lottery today! Register now 👉 http://lottery-winner-prize.online/claim,spam
Your Apple ID has been locked. Verify immediately at http://exclusive-iphone-deals.biz/order,spam
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://lottery-winner-prize.online/claim,spam
Let’s plan a trip after exams.,ham
Let’s catch up tomorrow after class.,ham
Claim your free holiday package to Dubai. Limited seats 👉 http://kyc-update-banking.info/secure,spam
Don’t forget to water the plants.,ham
Are you free tonight for a quick call?,ham
Let’s catch up tomorrow after class.,ham
Congrats on your new job!,ham
Your account has been suspended. Restore access at http://secure-bank-login.xyz/restore,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://secure-bank-login.xyz/restore,spam
Your account has been suspended. Restore access at http://secure-bank-login.xyz/restore,spam
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://workfromhome-fastcash.biz/apply",spam
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
Are you free tonight for a quick call?,ham
"Earn ₹50,000 monthly from home. Register now 👉 http://loan-offer-today.top/apply",spam
"Earn ₹50,000 monthly from home. Register now 👉 http://workfromhome-fastcash.biz/apply",spam
"I’m feeling unwell today, won’t come to class.",ham
Win ₹25 lakh lottery today! Register now 👉 http://workfromhome-fastcash.biz/apply,spam
Call me when you reach home safely.,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Can you bring my charger tomorrow?,ham
Double your money in 7 days! Invest here 👉 http://kyc-update-banking.info/secure,spam
Join Zoom with ID 123-456 at 8 PM.,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
Win ₹25 lakh lottery today! Register now 👉 http://free-iphone-prize.online/winner,spam
Good luck for your exam tomorrow 🤞,ham
Your order has been shipped and will arrive soon.,ham
Final notice: Pay ₹500 electricity bill at http://reward-center-claim.xyz/get before disconnection.,spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://workfromhome-fastcash.biz/apply,spam
You have an unclaimed reward waiting. Click here 👉 http://holiday-trip-dubai.net/win,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://holiday-trip-dubai.net/win",spam
"Hey, did you reach the library? I’m waiting outside.",ham
Claim your free holiday package to Dubai. Limited seats 👉 http://exclusive-iphone-deals.biz/order,spam
Double your money in 7 days! Invest here 👉 http://account-verify-secure.top/login,spam
Let’s plan a trip after exams.,ham
Are you free tonight for a quick call?,ham
Meeting postponed to 4 PM. Check your email for details.,ham
Meeting postponed to 4 PM. Check your email for details.,ham
Are you free tonight for a quick call?,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Your order has been shipped and will arrive soon.,ham
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://holiday-trip-dubai.net/win,spam
Join Zoom with ID 123-456 at 8 PM.,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Let’s catch up tomorrow after class.,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://quickpay-bill.info/secure,spam
Call me when you reach home safely.,ham
Claim your free holiday package to Dubai. Limited seats 👉 http://freesim-datarecharge.online/offer,spam
Win ₹25 lakh lottery today! Register now 👉 http://reward-center-claim.xyz/get,spam
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://account-verify-secure.top/login,spam
Your order has been shipped and will arrive soon.,ham
Final notice: Pay ₹500 electricity bill at http://lottery-winner-prize.online/claim before disconnection.,spam
Final notice: Pay ₹500 electricity bill at http://freesim-datarecharge.online/offer before disconnection.,spam
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://free-iphone-prize.online/winner,spam
Happy Birthday! Hope you have a wonderful day 🎂,ham
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://exclusive-iphone-deals.biz/order,spam
Let’s plan a trip after exams.,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://holiday-trip-dubai.net/win,spam
Congrats on your new job!,ham
Call me when you reach home safely.,ham
Don’t forget to water the plants.,ham
"I’m feeling unwell today, won’t come to class.",ham
You have an unclaimed reward waiting. Click here 👉 http://exclusive-iphone-deals.biz/order,spam
Thanks for your help with the assignment!,ham
Double your money in 7 days! Invest here 👉 http://flashsale-iphone-deals.shop/buy,spam
Good luck for your exam tomorrow 🤞,ham
Let’s plan a trip after exams.,ham
Can you bring my charger tomorrow?,ham
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://exclusive-iphone-deals.biz/order",spam
Meeting postponed to 4 PM. Check your email for details.,ham
Don’t forget to water the plants.,ham
"Hey, did you reach the library? I’m waiting outside.",ham
Claim your free holiday package to Dubai. Limited seats 👉 http://freesim-datarecharge.online/offer,spam
Final notice: Pay ₹500 electricity bill at http://loan-offer-today.top/apply before disconnection.,spam
Happy Birthday! Hope you have a wonderful day 🎂,ham
Let’s catch up tomorrow after class.,ham
"Check your email, I shared the document.",ham
I just sent you the payment via UPI.,ham
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
Call me when you reach home safely.,ham
Your Apple ID has been locked. Verify immediately at http://workfromhome-fastcash.biz/apply,spam
See you at the station at 5 PM sharp.,ham
Congrats on your new job!,ham
Win ₹25 lakh lottery today! Register now 👉 http://holiday-trip-dubai.net/win,spam
Meeting postponed to 4 PM. Check your email for details.,ham
See you at the station at 5 PM sharp.,ham
Your account has been suspended. Restore access at http://account-verify-secure.top/login,spam
Congrats on your new job!,ham
Thanks for your help with the assignment!,ham
"Hey, did you reach the library? I’m waiting outside.",ham
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://freesim-datarecharge.online/offer,spam
Join Zoom with ID 123-456 at 8 PM.,ham
"Hey, did you reach the library? I’m waiting outside.",ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Meeting postponed to 4 PM. Check your email for details.,ham
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://account-verify-secure.top/login,spam
Double your money in 7 days! Invest here 👉 http://reward-center-claim.xyz/get,spam
Your order has been shipped and will arrive soon.,ham
"Hey, did you reach the library? I’m waiting outside.",ham
Thanks for your help with the assignment!,ham
Call me when you reach home safely.,ham
Your Apple ID has been locked. Verify immediately at http://flashsale-iphone-deals.shop/buy,spam
"Earn ₹50,000 monthly from home. Register now 👉 http://quickpay-bill.info/secure",spam
Your Apple ID has been locked. Verify immediately at http://free-iphone-prize.online/winner,spam
Your Apple ID has been locked. Verify immediately at http://investment-doublers.info/join,spam
Win ₹25 lakh lottery today! Register now 👉 http://free-iphone-prize.online/winner,spam
Good luck for your exam tomorrow 🤞,ham
Your order has been shipped and will arrive soon.,ham
Urgent: Your bank account will be closed today. Verify now 👉 http://appleid-support-login.net/verify,spam
"I’m feeling unwell today, won’t come to class.",ham
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
Double your money in 7 days! Invest here 👉 http://exclusive-iphone-deals.biz/order,spam
"Earn ₹50,000 monthly from home. Register now 👉 http://appleid-support-login.net/verify",spam
Let’s plan a trip after exams.,ham
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://appleid-support-login.net/verify,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://appleid-support-login.net/verify",spam
"Earn ₹50,000 monthly from home. Register now 👉 http://kyc-update-banking.info/secure",spam
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
Let’s catch up tomorrow after class.,ham
Congrats on your new job!,ham
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://exclusive-iphone-deals.biz/order,spam
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://freesim-datarecharge.online/offer,spam
"Hey, did you reach the library? I’m waiting outside.",ham
I just sent you the payment via UPI.,ham
Good luck for your exam tomorrow 🤞,ham
I just sent you the payment via UPI.,ham
Join Zoom with ID 123-456 at 8 PM.,ham
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://appleid-support-login.net/verify,spam
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://exclusive-iphone-deals.biz/order,spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://exclusive-iphone-deals.biz/order,spam
Meeting postponed to 4 PM. Check your email for details.,ham
"Earn ₹50,000 monthly from home. Register now 👉 http://investment-doublers.info/join",spam
Final notice: Pay ₹500 electricity bill at http://holiday-trip-dubai.net/win before disconnection.,spam
Your order has been shipped and will arrive soon.,ham
Congrats on your new job!,ham
Good luck for your exam tomorrow 🤞,ham
